repeat,arm,catalogue_page,navigation_started_at,title,url,price_gbp,availability,rating
1,lean,2,2026-09-22T12:46:53.673Z,Sophie's World,https://books.toscrape.com/catalogue/sophies-world_966/index.html,15.94,In stock,5
1,lean,2,2026-09-22T12:46:53.673Z,Penny Maybe,https://books.toscrape.com/catalogue/penny-maybe_965/index.html,33.29,In stock,3
1,lean,2,2026-09-22T12:46:53.673Z,Maude (1883-1993):She Grew Up with the country,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,18.02,In stock,2
1,lean,2,2026-09-22T12:46:53.673Z,"In a Dark, Dark Wood",https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,19.63,In stock,1
1,lean,2,2026-09-22T12:46:53.673Z,Behind Closed Doors,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html,52.22,In stock,4
1,lean,2,2026-09-22T12:46:53.673Z,You can't bury them all: Poems,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,33.63,In stock,2
1,full,2,2026-09-22T12:46:58.937Z,In Her Wake,https://books.toscrape.com/catalogue/in-her-wake_980/index.html,12.84,In stock,1
1,full,2,2026-09-22T12:46:58.937Z,How Music Works,https://books.toscrape.com/catalogue/how-music-works_979/index.html,37.32,In stock,2
1,full,2,2026-09-22T12:46:58.937Z,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,30.52,In stock,3
1,full,2,2026-09-22T12:46:58.937Z,Chase Me (Paris Nights #2),https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,25.27,In stock,5
1,full,2,2026-09-22T12:46:58.937Z,Black Dust,https://books.toscrape.com/catalogue/black-dust_976/index.html,34.53,In stock,5
1,full,2,2026-09-22T12:46:58.937Z,Birdsong: A Story in Pictures,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,54.64,In stock,3
1,full,2,2026-09-22T12:46:58.937Z,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,22.5,In stock,3
1,full,2,2026-09-22T12:46:58.937Z,Aladdin and His Wonderful Lamp,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,53.13,In stock,3
1,full,2,2026-09-22T12:46:58.937Z,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,40.3,In stock,5
1,full,2,2026-09-22T12:46:58.937Z,Wall and Piece,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,44.18,In stock,4
1,full,2,2026-09-22T12:46:58.937Z,The Four Agreements: A Practical Guide to Personal Freedom,https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,17.66,In stock,5
1,full,2,2026-09-22T12:46:58.937Z,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,31.05,In stock,3
1,full,2,2026-09-22T12:46:58.937Z,The Elephant Tree,https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html,23.82,In stock,5
1,full,2,2026-09-22T12:46:58.937Z,The Bear and the Piano,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,36.89,In stock,1
1,full,2,2026-09-22T12:46:58.937Z,Sophie's World,https://books.toscrape.com/catalogue/sophies-world_966/index.html,15.94,In stock,5
1,full,2,2026-09-22T12:46:58.937Z,Penny Maybe,https://books.toscrape.com/catalogue/penny-maybe_965/index.html,33.29,In stock,3
1,full,2,2026-09-22T12:46:58.937Z,Maude (1883-1993):She Grew Up with the country,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,18.02,In stock,2
1,full,2,2026-09-22T12:46:58.937Z,"In a Dark, Dark Wood",https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,19.63,In stock,1
1,full,2,2026-09-22T12:46:58.937Z,Behind Closed Doors,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html,52.22,In stock,4
1,full,2,2026-09-22T12:46:58.937Z,You can't bury them all: Poems,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,33.63,In stock,2
1,full,3,2026-09-22T12:47:05.357Z,Slow States of Collapse: Poems,https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,57.31,In stock,3
1,full,3,2026-09-22T12:47:05.357Z,Reasons to Stay Alive,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,26.41,In stock,2
1,full,3,2026-09-22T12:47:05.357Z,Private Paris (Private #10),https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,47.61,In stock,5
1,full,3,2026-09-22T12:47:05.357Z,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,23.11,In stock,5
1,full,3,2026-09-22T12:47:05.357Z,Without Borders (Wanderlove #1),https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,45.07,In stock,2
1,full,3,2026-09-22T12:47:05.357Z,When We Collided,https://books.toscrape.com/catalogue/when-we-collided_955/index.html,31.77,In stock,1
1,full,3,2026-09-22T12:47:05.357Z,"We Love You, Charlie Freeman",https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,50.27,In stock,5
1,full,3,2026-09-22T12:47:05.357Z,Untitled Collection: Sabbath Poems 2014,https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,14.27,In stock,4
1,full,3,2026-09-22T12:47:05.357Z,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,44.18,In stock,4
1,full,3,2026-09-22T12:47:05.357Z,Unicorn Tracks,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,18.78,In stock,3
1,full,3,2026-09-22T12:47:05.357Z,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,25.52,In stock,1
1,full,3,2026-09-22T12:47:05.357Z,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,16.28,In stock,1
1,full,3,2026-09-22T12:47:05.357Z,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,31.12,In stock,3
1,full,3,2026-09-22T12:47:05.357Z,This One Summer,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,19.49,In stock,4
1,full,3,2026-09-22T12:47:05.357Z,Thirst,https://books.toscrape.com/catalogue/thirst_946/index.html,17.27,In stock,5
1,full,3,2026-09-22T12:47:05.357Z,The Torch Is Passed: A Harding Family Story,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,19.09,In stock,1
1,full,3,2026-09-22T12:47:05.357Z,The Secret of Dreadwillow Carse,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,56.13,In stock,1
1,full,3,2026-09-22T12:47:05.357Z,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,56.41,In stock,1
1,full,3,2026-09-22T12:47:05.357Z,The Past Never Ends,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,56.5,In stock,4
1,full,3,2026-09-22T12:47:05.357Z,The Natural History of Us (The Fine Art of Pretending #2),https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,45.22,In stock,3
1,lean,3,2026-09-22T12:47:12.229Z,Slow States of Collapse: Poems,https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,57.31,In stock,3
1,lean,3,2026-09-22T12:47:12.229Z,Reasons to Stay Alive,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,26.41,In stock,2
1,lean,3,2026-09-22T12:47:12.229Z,Private Paris (Private #10),https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,47.61,In stock,5
1,lean,3,2026-09-22T12:47:12.229Z,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,23.11,In stock,5
1,lean,3,2026-09-22T12:47:12.229Z,Without Borders (Wanderlove #1),https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,45.07,In stock,2
1,lean,3,2026-09-22T12:47:12.229Z,When We Collided,https://books.toscrape.com/catalogue/when-we-collided_955/index.html,31.77,In stock,1
1,lean,3,2026-09-22T12:47:12.229Z,"We Love You, Charlie Freeman",https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,50.27,In stock,5
1,lean,3,2026-09-22T12:47:12.229Z,Untitled Collection: Sabbath Poems 2014,https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,14.27,In stock,4
1,lean,3,2026-09-22T12:47:12.229Z,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,44.18,In stock,4
1,lean,3,2026-09-22T12:47:12.229Z,Unicorn Tracks,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,18.78,In stock,3
1,lean,3,2026-09-22T12:47:12.229Z,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,25.52,In stock,1
1,lean,3,2026-09-22T12:47:12.229Z,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,16.28,In stock,1
1,lean,3,2026-09-22T12:47:12.229Z,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,31.12,In stock,3
1,lean,3,2026-09-22T12:47:12.229Z,This One Summer,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,19.49,In stock,4
1,lean,3,2026-09-22T12:47:12.229Z,Thirst,https://books.toscrape.com/catalogue/thirst_946/index.html,17.27,In stock,5
1,lean,3,2026-09-22T12:47:12.229Z,The Torch Is Passed: A Harding Family Story,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,19.09,In stock,1
1,lean,3,2026-09-22T12:47:12.229Z,The Secret of Dreadwillow Carse,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,56.13,In stock,1
1,lean,3,2026-09-22T12:47:12.229Z,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,56.41,In stock,1
1,lean,3,2026-09-22T12:47:12.229Z,The Past Never Ends,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,56.5,In stock,4
1,lean,3,2026-09-22T12:47:12.229Z,The Natural History of Us (The Fine Art of Pretending #2),https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,45.22,In stock,3
1,lean,4,2026-09-22T12:47:17.343Z,The Nameless City (The Nameless City #1),https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,38.16,In stock,4
1,lean,4,2026-09-22T12:47:17.343Z,The Murder That Never Was (Forensic Instincts #5),https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,54.11,In stock,3
1,lean,4,2026-09-22T12:47:17.343Z,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,42.96,In stock,4
1,lean,4,2026-09-22T12:47:17.343Z,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,23.89,In stock,4
1,lean,4,2026-09-22T12:47:17.343Z,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,16.77,In stock,3
1,lean,4,2026-09-22T12:47:17.343Z,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,20.59,In stock,5
1,lean,4,2026-09-22T12:47:17.343Z,The Gutsy Girl: Escapades for Your Life of Epic Adventure,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,37.13,In stock,1
1,lean,4,2026-09-22T12:47:17.343Z,The Electric Pencil: Drawings from Inside State Hospital No. 3,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,56.06,In stock,1
1,lean,4,2026-09-22T12:47:17.343Z,The Death of Humanity: and the Case for Life,https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,58.11,In stock,4
1,lean,4,2026-09-22T12:47:17.343Z,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,49.05,In stock,3
1,lean,4,2026-09-22T12:47:17.343Z,The Art Forger,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,40.76,In stock,3
1,lean,4,2026-09-22T12:47:17.343Z,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,19.73,In stock,1
1,lean,4,2026-09-22T12:47:17.343Z,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,32.24,In stock,5
1,lean,4,2026-09-22T12:47:17.343Z,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,41.83,In stock,4
1,lean,4,2026-09-22T12:47:17.343Z,Soul Reader,https://books.toscrape.com/catalogue/soul-reader_926/index.html,39.58,In stock,2
1,lean,4,2026-09-22T12:47:17.343Z,Security,https://books.toscrape.com/catalogue/security_925/index.html,39.25,In stock,2
1,lean,4,2026-09-22T12:47:17.343Z,"Saga, Volume 6 (Saga (Collected Editions) #6)",https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,25.02,In stock,3
1,lean,4,2026-09-22T12:47:17.343Z,"Saga, Volume 5 (Saga (Collected Editions) #5)",https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,51.04,In stock,2
1,lean,4,2026-09-22T12:47:17.343Z,Reskilling America: Learning to Labor in the Twenty-First Century,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,19.83,In stock,2
1,lean,4,2026-09-22T12:47:17.343Z,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,50.4,In stock,3
1,full,4,2026-09-22T12:47:22.512Z,The Nameless City (The Nameless City #1),https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,38.16,In stock,4
1,full,4,2026-09-22T12:47:22.512Z,The Murder That Never Was (Forensic Instincts #5),https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,54.11,In stock,3
1,full,4,2026-09-22T12:47:22.512Z,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,42.96,In stock,4
